,labels
0,4
1,2
2,3
3,3
4,2
5,5
6,2
7,6
8,5
9,3
10,0
11,2
12,1
13,3
14,5
15,1
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,2
24,5
25,3
26,6
27,2
28,5
29,6
30,1
31,5
32,5
33,4
34,1
35,6
36,6
37,1
38,1
39,4
40,5
41,3
42,5
43,3
44,1
45,1
46,6
47,2
48,2
49,2
50,6
51,5
52,6
53,5
54,5
55,5
56,6
57,2
58,6
59,4
60,6
61,6
62,5
63,3
64,4
65,2
66,2
67,1
68,2
69,5
70,1
71,2
72,0
73,6
74,5
75,6
76,2
77,6
78,3
79,1
80,2
81,3
82,3
83,0
84,2
85,1
86,4
87,5
88,5
89,2
90,2
91,1
92,6
93,5
94,2
95,6
96,4
97,5
98,6
99,2
100,6
101,5
102,2
103,6
104,2
105,0
106,6
107,5
108,5
109,0
110,0
111,2
112,4
113,5
114,0
115,1
116,6
117,1
118,5
119,2
120,1
121,1
122,2
123,1
124,4
125,2
126,1
127,5
128,1
129,0
130,0
131,0
132,6
133,4
134,6
135,0
136,0
137,6
138,6
139,5
140,6
141,0
142,2
143,4
144,2
145,5
146,1
147,5
148,4
149,1
150,4
151,6
152,5
153,5
154,5
155,0
156,5
157,2
158,3
159,3
160,0
161,2
162,6
163,6
164,3
165,6
166,2
167,0
168,6
169,5
170,2
171,6
172,1
173,1
174,0
175,1
176,1
177,6
178,6
179,1
180,4
181,6
182,1
183,3
184,6
185,5
186,4
187,6
188,0
189,1
190,6
191,6
192,0
193,1
194,5
195,1
196,6
197,0
198,2
199,4
200,0
201,6
202,5
203,6
204,6
205,6
206,2
207,2
208,1
209,0
210,3
211,2
212,1
213,5
214,5
215,2
216,0
217,5
218,2
219,0
220,1
221,2
222,6
223,4
224,1
225,0
226,0
227,2
228,5
229,2
230,1
231,1
232,2
233,1
234,6
235,6
236,0
237,1
238,3
239,6
240,1
241,5
242,2
243,1
244,2
245,1
246,1
247,3
248,4
249,4
250,2
251,2
252,5
253,2
254,2
255,2
256,2
257,6
258,2
259,2
260,3
261,0
262,6
263,2
264,2
265,1
266,6
267,2
268,6
269,6
270,6
271,5
272,2
273,6
274,6
275,0
276,2
277,2
278,6
279,2
280,1
281,1
282,2
283,1
284,0
285,6
286,6
287,0
288,2
289,6
290,1
291,6
292,6
293,1
294,5
295,2
296,4
297,1
298,4
299,5
300,3
301,6
302,6
303,5
304,2
305,2
306,0
307,2
308,6
309,5
310,0
311,5
312,4
313,1
314,4
315,2
316,2
317,1
318,0
319,0
320,0
321,0
322,4
323,6
324,6
325,0
326,6
327,2
328,1
329,0
330,0
331,3
332,5
333,5
334,5
335,2
336,1
337,0
338,1
339,0
340,6
341,6
342,2
343,2
344,5
345,5
346,6
347,1
348,4
349,2
350,6
351,6
352,1
353,6
354,6
355,2
356,0
357,0
358,6
359,6
360,4
361,0
362,0
363,6
364,6
365,2
366,2
367,2
368,4
369,6
370,0
371,5
372,0
373,3
374,2
375,1
376,5
377,1
378,5
379,2
380,1
381,5
382,1
383,4
384,0
385,5
386,6
387,4
388,4
389,2
390,0
391,6
392,1
393,5
394,1
395,6
396,1
397,1
398,2
399,4
400,2
401,1
402,2
403,6
404,0
405,1
406,2
407,1
408,3
409,6
410,6
411,3
412,2
413,6
414,2
415,6
416,5
417,2
418,5
419,6
420,4
421,1
422,1
423,2
424,4
425,5
426,5
427,2
428,1
429,2
430,3
431,6
432,2
433,4
434,3
435,3
436,1
437,4
438,1
439,3
440,3
441,1
442,5
443,6
444,1
445,6
446,3
447,4
448,2
449,2
450,1
451,2
452,4
453,3
454,0
455,2
456,6
457,2
458,4
459,6
460,6
461,3
462,1
463,1
464,6
465,5
466,1
467,0
468,6
469,1
470,2
471,5
472,6
473,4
474,1
475,1
476,6
477,5
478,5
479,6
480,2
481,4
482,4
483,4
484,2
485,1
486,3
487,2
488,6
489,4
490,6
491,6
492,5
493,2
494,4
495,1
496,1
497,1
498,1
499,6
500,1
501,2
502,1
503,2
504,3
505,2
506,6
507,4
508,2
509,6
510,5
511,1
512,4
513,6
514,6
515,4
516,6
517,1
518,1
519,6
520,2
521,2
522,2
523,2
524,3
525,0
526,0
527,5
528,5
529,2
530,5
531,1
532,6
533,6
534,2
535,2
536,2
537,6
538,0
539,2
540,1
541,3
542,6
543,6
544,5
545,6
546,5
547,0
548,5
549,6
550,6
551,1
552,2
553,6
554,6
555,2
556,5
557,2
558,2
559,1
560,5
561,1
562,6
563,2
564,1
565,0
566,1
567,4
568,6
569,3
570,2
571,2
572,2
573,0
574,0
575,6
576,2
577,2
578,6
579,5
580,6
581,2
582,1
583,2
584,2
585,6
586,1
587,2
588,1
589,6
590,6
591,1
592,0
593,2
594,2
595,0
596,6
597,4
598,2
599,5
600,0
601,6
602,5
603,6
604,6
605,5
606,5
607,6
608,1
609,0
610,5
611,1
612,6
613,3
614,6
615,0
616,4
617,6
618,5
619,2
620,6
621,6
622,0
623,5
624,0
625,5
626,6
627,5
628,1
629,4
630,2
631,1
632,6
633,5
634,2
635,6
636,0
637,5
638,0
639,5
640,2
641,3
642,0
643,0
644,3
645,2
646,3
647,2
648,6
649,6
650,3
651,0
652,2
653,2
654,4
655,0
656,0
657,1
658,1
659,1
660,6
661,1
662,2
663,2
664,1
665,1
666,2
667,0
668,0
669,2
670,2
671,0
672,2
673,2
674,0
675,2
676,0
677,6
678,6
679,1
680,3
681,3
682,2
683,6
684,2
685,6
686,2
687,6
688,2
689,2
690,2
691,2
692,2
693,0
694,6
695,3
696,6
